"codmunres","ano","nascimentos","partos_na_macro_com_1mais_uti","partos_na_macro_com_4mais_uti","partos_na_macro_sem_1mais_uti","partos_na_macro_sem_4mais_uti","partos_fora_macro_com_1mais_uti","partos_fora_macro_com_4mais_uti","partos_fora_macro_sem_1mais_uti","partos_fora_macro_sem_4mais_uti","partos_na_macro_sem_inf","partos_fora_macro_sem_inf"
150020,2023,12,0,0,0,0,12,12,0,0,0,0
150020,2024,9,0,0,4,4,5,5,0,0,0,0
150020,2025,8,0,0,2,2,6,6,0,0,0,0
150030,2023,11,0,0,3,3,8,8,0,0,0,0
150030,2024,8,0,0,3,3,5,5,0,0,0,0
150030,2025,9,0,0,0,0,9,9,0,0,0,0
150034,2023,4,3,3,1,1,0,0,0,0,0,0
150034,2024,4,2,2,1,1,1,1,0,0,0,0
150034,2025,3,1,1,2,2,0,0,0,0,0,0
150040,2023,9,2,2,7,7,0,0,0,0,0,0
150040,2024,8,0,0,7,7,1,1,0,0,0,0
150040,2025,7,0,0,7,7,0,0,0,0,0,0
150050,2023,8,3,3,4,4,1,1,0,0,0,0
150050,2024,7,0,0,6,6,1,1,0,0,0,0
150050,2025,2,0,0,1,1,0,0,1,1,0,0
150060,2023,31,5,5,26,26,0,0,0,0,0,0
150060,2024,15,5,5,9,9,1,1,0,0,0,0
150060,2025,14,3,3,9,9,0,0,2,2,0,0
150070,2023,4,1,1,2,2,0,0,0,0,0,1
150070,2024,5,1,1,2,2,2,2,0,0,0,0
150070,2025,3,0,0,3,3,0,0,0,0,0,0
150080,2023,100,98,97,2,3,0,0,0,0,0,0
150080,2024,83,82,81,1,2,0,0,0,0,0,0
150080,2025,51,51,51,0,0,0,0,0,0,0,0
150085,2023,7,1,1,6,6,0,0,0,0,0,0
150085,2024,8,1,1,6,6,1,1,0,0,0,0
150085,2025,7,2,2,5,5,0,0,0,0,0,0
150090,2023,11,2,2,6,6,3,3,0,0,0,0
150090,2024,8,1,1,3,3,4,3,0,1,0,0
150090,2025,1,1,1,0,0,0,0,0,0,0,0
150095,2023,1,0,0,0,0,1,1,0,0,0,0
150095,2024,7,0,0,3,3,4,4,0,0,0,0
150095,2025,1,0,0,0,0,1,1,0,0,0,0
150100,2023,0,0,0,0,0,0,0,0,0,0,0
150100,2024,1,0,0,0,0,0,0,0,0,1,0
150100,2025,0,0,0,0,0,0,0,0,0,0,0
150110,2023,4,2,2,2,2,0,0,0,0,0,0
150110,2024,6,1,1,3,3,2,2,0,0,0,0
150110,2025,0,0,0,0,0,0,0,0,0,0,0
150120,2023,5,1,1,4,4,0,0,0,0,0,0
150120,2024,6,4,4,2,2,0,0,0,0,0,0
150120,2025,3,1,1,2,2,0,0,0,0,0,0
150125,2023,0,0,0,0,0,0,0,0,0,0,0
150125,2024,0,0,0,0,0,0,0,0,0,0,0
150125,2025,0,0,0,0,0,0,0,0,0,0,0
150130,2023,29,27,26,2,3,0,0,0,0,0,0
150130,2024,22,20,19,2,3,0,0,0,0,0,0
150130,2025,20,19,18,1,2,0,0,0,0,0,0
150140,2023,236,231,229,1,3,3,3,1,1,0,0
150140,2024,256,251,250,2,3,1,1,0,0,2,0
150140,2025,110,107,106,1,2,1,1,0,0,1,0
150145,2023,2,0,0,2,2,0,0,0,0,0,0
150145,2024,2,2,2,0,0,0,0,0,0,0,0
150145,2025,1,0,0,1,1,0,0,0,0,0,0
150150,2023,11,9,9,0,0,0,0,0,0,2,0
150150,2024,13,12,11,1,2,0,0,0,0,0,0
150150,2025,3,2,2,1,1,0,0,0,0,0,0
150157,2023,2,1,1,1,1,0,0,0,0,0,0
150157,2024,2,0,0,2,2,0,0,0,0,0,0
150157,2025,3,0,0,3,3,0,0,0,0,0,0
150160,2023,1,0,0,0,0,1,1,0,0,0,0
150160,2024,1,0,0,0,0,1,1,0,0,0,0
150160,2025,1,0,0,1,1,0,0,0,0,0,0
150170,2023,21,10,10,5,5,6,6,0,0,0,0
150170,2024,18,10,10,4,4,4,4,0,0,0,0
150170,2025,14,6,6,5,5,3,3,0,0,0,0
150172,2023,2,0,0,2,2,0,0,0,0,0,0
150172,2024,1,0,0,1,1,0,0,0,0,0,0
150172,2025,1,0,0,1,1,0,0,0,0,0,0
150175,2023,1,0,0,1,1,0,0,0,0,0,0
150175,2024,1,0,0,1,1,0,0,0,0,0,0
150175,2025,1,0,0,1,1,0,0,0,0,0,0
150178,2023,3,3,3,0,0,0,0,0,0,0,0
150178,2024,4,2,2,1,1,1,1,0,0,0,0
150178,2025,1,1,1,0,0,0,0,0,0,0,0
150180,2023,18,10,10,8,8,0,0,0,0,0,0
150180,2024,26,9,9,15,15,2,2,0,0,0,0
150180,2025,13,3,3,8,8,2,2,0,0,0,0
150190,2023,10,0,0,0,0,9,9,0,0,1,0
150190,2024,4,0,0,0,0,4,4,0,0,0,0
150190,2025,3,0,0,0,0,3,3,0,0,0,0
150195,2023,6,0,0,3,3,0,0,0,0,3,0
150195,2024,5,0,0,2,2,0,0,1,1,2,0
150195,2025,3,0,0,0,0,2,2,0,0,1,0
150200,2023,2,1,1,1,1,0,0,0,0,0,0
150200,2024,1,1,1,0,0,0,0,0,0,0,0
150200,2025,1,0,0,1,1,0,0,0,0,0,0
150210,2023,19,7,7,12,12,0,0,0,0,0,0
150210,2024,19,6,6,12,12,0,0,1,1,0,0
150210,2025,17,8,8,9,9,0,0,0,0,0,0
150215,2023,19,0,0,10,10,9,9,0,0,0,0
150215,2024,22,6,6,13,13,3,3,0,0,0,0
150215,2025,11,3,3,5,5,3,3,0,0,0,0
150220,2023,14,0,0,1,1,9,9,0,0,4,0
150220,2024,12,1,1,0,0,10,10,0,0,1,0
150220,2025,9,2,2,2,2,5,5,0,0,0,0
150230,2023,12,0,0,8,8,4,4,0,0,0,0
150230,2024,13,0,0,2,2,11,11,0,0,0,0
150230,2025,7,0,0,5,5,1,1,0,0,1,0
150240,2023,44,0,0,20,20,24,24,0,0,0,0
150240,2024,32,0,0,8,8,23,23,1,1,0,0
150240,2025,20,0,0,8,8,12,12,0,0,0,0
150250,2023,0,0,0,0,0,0,0,0,0,0,0
150250,2024,1,0,0,1,1,0,0,0,0,0,0
150250,2025,2,0,0,0,0,2,2,0,0,0,0
150260,2023,3,0,0,0,0,3,3,0,0,0,0
150260,2024,5,0,0,0,0,4,4,1,1,0,0
150260,2025,0,0,0,0,0,0,0,0,0,0,0
150270,2023,11,10,10,0,0,1,1,0,0,0,0
150270,2024,13,13,13,0,0,0,0,0,0,0,0
150270,2025,1,1,1,0,0,0,0,0,0,0,0
150275,2023,4,0,0,0,0,4,4,0,0,0,0
150275,2024,7,0,0,1,1,6,6,0,0,0,0
150275,2025,4,0,0,0,0,4,4,0,0,0,0
150276,2023,1,1,1,0,0,0,0,0,0,0,0
150276,2024,1,0,0,1,1,0,0,0,0,0,0
150276,2025,3,0,0,3,3,0,0,0,0,0,0
150277,2023,2,0,0,2,2,0,0,0,0,0,0
150277,2024,4,1,0,3,4,0,0,0,0,0,0
150277,2025,3,0,0,3,3,0,0,0,0,0,0
150280,2023,3,3,3,0,0,0,0,0,0,0,0
150280,2024,5,2,2,3,3,0,0,0,0,0,0
150280,2025,3,2,2,1,1,0,0,0,0,0,0
150285,2023,0,0,0,0,0,0,0,0,0,0,0
150285,2024,2,0,0,1,1,0,0,0,0,1,0
150285,2025,3,0,0,2,2,0,0,0,0,1,0
150290,2023,9,0,0,2,2,7,7,0,0,0,0
150290,2024,8,0,0,0,0,8,8,0,0,0,0
150290,2025,1,0,0,1,1,0,0,0,0,0,0
150293,2023,2,0,0,0,0,2,2,0,0,0,0
150293,2024,4,0,0,2,2,1,1,1,1,0,0
150293,2025,5,0,0,0,0,5,5,0,0,0,0
150295,2023,4,0,0,4,4,0,0,0,0,0,0
150295,2024,5,1,1,4,4,0,0,0,0,0,0
150295,2025,1,0,0,1,1,0,0,0,0,0,0
150300,2023,1,0,0,0,0,0,0,1,1,0,0
150300,2024,0,0,0,0,0,0,0,0,0,0,0
150300,2025,0,0,0,0,0,0,0,0,0,0,0
150304,2023,1,1,1,0,0,0,0,0,0,0,0
150304,2024,1,1,1,0,0,0,0,0,0,0,0
150304,2025,0,0,0,0,0,0,0,0,0,0,0
150307,2023,5,0,0,1,1,3,3,1,1,0,0
150307,2024,2,0,0,0,0,2,2,0,0,0,0
150307,2025,3,0,0,3,3,0,0,0,0,0,0
150309,2023,5,2,2,3,3,0,0,0,0,0,0
150309,2024,3,1,1,2,2,0,0,0,0,0,0
150309,2025,3,2,1,1,2,0,0,0,0,0,0
150310,2023,7,1,1,5,5,1,1,0,0,0,0
150310,2024,8,5,5,3,3,0,0,0,0,0,0
150310,2025,4,2,2,2,2,0,0,0,0,0,0
150320,2023,6,0,0,0,0,6,6,0,0,0,0
150320,2024,5,0,0,1,1,4,4,0,0,0,0
150320,2025,3,0,0,2,2,1,1,0,0,0,0
150330,2023,10,5,5,5,5,0,0,0,0,0,0
150330,2024,13,9,9,4,4,0,0,0,0,0,0
150330,2025,3,2,2,1,1,0,0,0,0,0,0
150340,2023,1,0,0,0,0,1,1,0,0,0,0
150340,2024,4,0,0,2,2,2,2,0,0,0,0
150340,2025,0,0,0,0,0,0,0,0,0,0,0
150345,2023,6,0,0,2,2,4,4,0,0,0,0
150345,2024,7,0,0,4,4,2,2,1,1,0,0
150345,2025,6,0,0,3,3,3,3,0,0,0,0
150350,2023,9,0,0,2,2,7,7,0,0,0,0
150350,2024,4,0,0,0,0,4,4,0,0,0,0
150350,2025,3,0,0,0,0,3,3,0,0,0,0
150360,2023,38,18,18,20,20,0,0,0,0,0,0
150360,2024,34,19,19,15,15,0,0,0,0,0,0
150360,2025,14,3,3,11,11,0,0,0,0,0,0
150370,2023,9,0,0,9,9,0,0,0,0,0,0
150370,2024,8,3,3,5,5,0,0,0,0,0,0
150370,2025,2,0,0,2,2,0,0,0,0,0,0
150375,2023,1,0,0,1,1,0,0,0,0,0,0
150375,2024,3,0,0,2,2,0,0,1,1,0,0
150375,2025,1,0,0,1,1,0,0,0,0,0,0
150380,2023,3,2,2,1,1,0,0,0,0,0,0
150380,2024,8,3,3,5,5,0,0,0,0,0,0
150380,2025,3,0,0,3,3,0,0,0,0,0,0
150390,2023,14,3,3,11,11,0,0,0,0,0,0
150390,2024,11,1,1,10,10,0,0,0,0,0,0
150390,2025,8,1,1,6,6,0,0,1,1,0,0
150400,2023,5,4,4,1,1,0,0,0,0,0,0
150400,2024,2,1,1,1,1,0,0,0,0,0,0
150400,2025,3,1,1,2,2,0,0,0,0,0,0
150405,2023,2,0,0,0,0,2,2,0,0,0,0
150405,2024,8,0,0,0,0,8,8,0,0,0,0
150405,2025,1,0,0,0,0,1,1,0,0,0,0
150410,2023,0,0,0,0,0,0,0,0,0,0,0
150410,2024,1,0,0,0,0,1,1,0,0,0,0
150410,2025,0,0,0,0,0,0,0,0,0,0,0
150420,2023,54,1,1,52,52,1,1,0,0,0,0
150420,2024,67,12,12,53,53,2,2,0,0,0,0
150420,2025,40,7,7,33,33,0,0,0,0,0,0
150430,2023,4,0,0,3,3,1,1,0,0,0,0
150430,2024,4,0,0,1,1,3,3,0,0,0,0
150430,2025,1,0,0,0,0,1,1,0,0,0,0
150440,2023,6,0,0,1,1,5,5,0,0,0,0
150440,2024,5,0,0,0,0,5,5,0,0,0,0
150440,2025,2,0,0,1,1,1,1,0,0,0,0
150442,2023,22,20,20,2,2,0,0,0,0,0,0
150442,2024,16,14,14,2,2,0,0,0,0,0,0
150442,2025,7,6,6,1,1,0,0,0,0,0,0
150445,2023,6,0,0,6,6,0,0,0,0,0,0
150445,2024,5,0,0,5,5,0,0,0,0,0,0
150445,2025,2,1,1,1,1,0,0,0,0,0,0
150450,2023,0,0,0,0,0,0,0,0,0,0,0
150450,2024,3,1,1,2,2,0,0,0,0,0,0
150450,2025,2,0,0,2,2,0,0,0,0,0,0
150460,2023,4,3,3,1,1,0,0,0,0,0,0
150460,2024,3,1,1,2,2,0,0,0,0,0,0
150460,2025,2,2,2,0,0,0,0,0,0,0,0
150470,2023,6,2,2,3,3,0,0,1,1,0,0
150470,2024,11,9,9,2,2,0,0,0,0,0,0
150470,2025,3,1,1,2,2,0,0,0,0,0,0
150475,2023,4,2,2,2,2,0,0,0,0,0,0
150475,2024,4,1,1,3,3,0,0,0,0,0,0
150475,2025,3,1,1,2,2,0,0,0,0,0,0
150480,2023,11,4,4,7,7,0,0,0,0,0,0
150480,2024,9,2,2,6,6,1,1,0,0,0,0
150480,2025,6,3,3,3,3,0,0,0,0,0,0
150490,2023,5,1,1,4,4,0,0,0,0,0,0
150490,2024,8,6,6,2,2,0,0,0,0,0,0
150490,2025,5,3,3,2,2,0,0,0,0,0,0
150495,2023,4,0,0,1,1,2,2,0,0,1,0
150495,2024,3,0,0,0,0,3,3,0,0,0,0
150495,2025,0,0,0,0,0,0,0,0,0,0,0
150497,2023,1,0,0,1,1,0,0,0,0,0,0
150497,2024,2,0,0,2,2,0,0,0,0,0,0
150497,2025,2,2,2,0,0,0,0,0,0,0,0
150500,2023,2,0,0,0,0,1,1,0,0,1,0
150500,2024,1,0,0,0,0,0,0,0,0,1,0
150500,2025,0,0,0,0,0,0,0,0,0,0,0
150503,2023,7,2,2,3,3,2,2,0,0,0,0
150503,2024,7,2,2,4,4,1,1,0,0,0,0
150503,2025,6,2,2,4,4,0,0,0,0,0,0
150506,2023,11,4,4,6,6,0,0,0,0,1,0
150506,2024,10,7,7,2,2,1,1,0,0,0,0
150506,2025,12,8,8,2,2,1,1,0,0,1,0
150510,2023,8,0,0,8,8,0,0,0,0,0,0
150510,2024,10,1,1,9,9,0,0,0,0,0,0
150510,2025,6,1,1,3,3,1,1,1,1,0,0
150520,2023,6,1,1,5,5,0,0,0,0,0,0
150520,2024,4,0,0,3,3,1,1,0,0,0,0
150520,2025,4,3,3,1,1,0,0,0,0,0,0
150530,2023,14,2,2,12,12,0,0,0,0,0,0
150530,2024,10,1,1,8,8,1,1,0,0,0,0
150530,2025,12,0,0,11,11,1,1,0,0,0,0
150540,2023,1,0,0,1,1,0,0,0,0,0,0
150540,2024,0,0,0,0,0,0,0,0,0,0,0
150540,2025,4,0,0,0,0,3,3,0,0,1,0
150543,2023,10,4,4,6,6,0,0,0,0,0,0
150543,2024,8,3,3,4,4,1,1,0,0,0,0
150543,2025,3,1,1,2,2,0,0,0,0,0,0
150548,2023,6,0,0,4,4,2,2,0,0,0,0
150548,2024,8,1,1,3,3,4,4,0,0,0,0
150548,2025,4,0,0,3,3,1,1,0,0,0,0
150549,2023,0,0,0,0,0,0,0,0,0,0,0
150549,2024,1,1,1,0,0,0,0,0,0,0,0
150549,2025,1,0,0,1,1,0,0,0,0,0,0
150550,2023,23,0,0,9,9,14,14,0,0,0,0
150550,2024,33,0,0,17,17,16,16,0,0,0,0
150550,2025,12,0,0,7,7,5,5,0,0,0,0
150553,2023,62,7,4,43,46,12,10,0,2,0,0
150553,2024,47,5,0,33,38,9,7,0,2,0,0
150553,2025,42,3,0,28,31,11,9,0,2,0,0
150555,2023,1,0,0,1,1,0,0,0,0,0,0
150555,2024,1,0,0,1,1,0,0,0,0,0,0
150555,2025,1,1,1,0,0,0,0,0,0,0,0
150560,2023,2,0,0,0,0,2,2,0,0,0,0
150560,2024,1,0,0,0,0,1,1,0,0,0,0
150560,2025,0,0,0,0,0,0,0,0,0,0,0
150563,2023,1,0,0,0,0,1,1,0,0,0,0
150563,2024,3,0,0,3,3,0,0,0,0,0,0
150563,2025,0,0,0,0,0,0,0,0,0,0,0
150565,2023,7,0,0,7,7,0,0,0,0,0,0
150565,2024,2,1,1,1,1,0,0,0,0,0,0
150565,2025,5,2,2,3,3,0,0,0,0,0,0
150570,2023,3,3,3,0,0,0,0,0,0,0,0
150570,2024,5,5,5,0,0,0,0,0,0,0,0
150570,2025,2,2,2,0,0,0,0,0,0,0,0
150580,2023,15,1,1,13,13,1,1,0,0,0,0
150580,2024,4,0,0,4,4,0,0,0,0,0,0
150580,2025,7,2,2,5,5,0,0,0,0,0,0
150590,2023,7,1,1,5,5,1,1,0,0,0,0
150590,2024,8,1,1,6,6,1,1,0,0,0,0
150590,2025,1,0,0,0,0,1,1,0,0,0,0
150600,2023,7,0,0,7,7,0,0,0,0,0,0
150600,2024,11,3,3,8,8,0,0,0,0,0,0
150600,2025,3,0,0,3,3,0,0,0,0,0,0
150610,2023,2,0,0,1,1,1,1,0,0,0,0
150610,2024,2,0,0,0,0,1,1,0,0,1,0
150610,2025,1,0,0,0,0,1,1,0,0,0,0
150611,2023,1,0,0,0,0,0,0,0,0,1,0
150611,2024,1,0,0,0,0,0,0,0,0,1,0
150611,2025,0,0,0,0,0,0,0,0,0,0,0
150613,2023,13,6,6,7,7,0,0,0,0,0,0
150613,2024,16,11,11,5,5,0,0,0,0,0,0
150613,2025,12,8,8,4,4,0,0,0,0,0,0
150616,2023,0,0,0,0,0,0,0,0,0,0,0
150616,2024,2,1,1,1,1,0,0,0,0,0,0
150616,2025,2,1,1,1,1,0,0,0,0,0,0
150618,2023,4,0,0,4,4,0,0,0,0,0,0
150618,2024,8,0,0,5,5,3,3,0,0,0,0
150618,2025,2,0,0,2,2,0,0,0,0,0,0
150619,2023,10,3,3,7,7,0,0,0,0,0,0
150619,2024,7,5,5,2,2,0,0,0,0,0,0
150619,2025,5,2,2,3,3,0,0,0,0,0,0
150620,2023,9,0,0,5,5,4,4,0,0,0,0
150620,2024,10,0,0,3,3,7,7,0,0,0,0
150620,2025,3,0,0,1,1,2,2,0,0,0,0
150630,2023,10,6,6,4,4,0,0,0,0,0,0
150630,2024,1,0,0,1,1,0,0,0,0,0,0
150630,2025,0,0,0,0,0,0,0,0,0,0,0
150635,2023,6,6,6,0,0,0,0,0,0,0,0
150635,2024,1,1,1,0,0,0,0,0,0,0,0
150635,2025,3,3,3,0,0,0,0,0,0,0,0
150640,2023,1,1,1,0,0,0,0,0,0,0,0
150640,2024,2,0,0,2,2,0,0,0,0,0,0
150640,2025,2,2,2,0,0,0,0,0,0,0,0
150650,2023,15,0,0,0,0,15,15,0,0,0,0
150650,2024,7,0,0,0,0,7,7,0,0,0,0
150650,2025,6,0,0,0,0,6,6,0,0,0,0
150655,2023,5,1,1,0,0,3,3,0,0,1,0
150655,2024,2,0,0,0,0,1,1,0,0,1,0
150655,2025,2,0,0,0,0,1,1,0,0,1,0
150658,2023,4,2,2,2,2,0,0,0,0,0,0
150658,2024,7,6,6,1,1,0,0,0,0,0,0
150658,2025,1,1,1,0,0,0,0,0,0,0,0
150660,2023,5,0,0,1,1,4,4,0,0,0,0
150660,2024,7,0,0,4,4,3,3,0,0,0,0
150660,2025,3,0,0,2,2,1,1,0,0,0,0
150670,2023,6,2,2,4,4,0,0,0,0,0,0
150670,2024,15,9,9,6,6,0,0,0,0,0,0
150670,2025,3,2,2,0,0,1,1,0,0,0,0
150680,2023,117,11,11,102,102,4,4,0,0,0,0
150680,2024,77,27,27,49,49,1,1,0,0,0,0
150680,2025,52,12,12,39,39,1,1,0,0,0,0
150690,2023,1,0,0,1,1,0,0,0,0,0,0
150690,2024,1,0,0,0,0,0,0,0,0,1,0
150690,2025,2,0,0,0,0,1,1,0,0,1,0
150700,2023,3,0,0,1,1,2,2,0,0,0,0
150700,2024,5,0,0,0,0,5,5,0,0,0,0
150700,2025,5,0,0,2,2,3,3,0,0,0,0
150710,2023,7,0,0,1,1,6,6,0,0,0,0
150710,2024,3,0,0,1,1,2,2,0,0,0,0
150710,2025,2,0,0,1,1,1,1,0,0,0,0
150715,2023,5,0,0,5,5,0,0,0,0,0,0
150715,2024,6,1,1,5,5,0,0,0,0,0,0
150715,2025,1,0,0,1,1,0,0,0,0,0,0
150720,2023,2,0,0,2,2,0,0,0,0,0,0
150720,2024,2,0,0,0,0,2,2,0,0,0,0
150720,2025,4,0,0,2,2,2,2,0,0,0,0
150730,2023,12,3,3,8,8,1,1,0,0,0,0
150730,2024,7,3,3,4,4,0,0,0,0,0,0
150730,2025,5,2,2,3,3,0,0,0,0,0,0
150740,2023,4,0,0,1,1,3,3,0,0,0,0
150740,2024,2,0,0,1,1,1,1,0,0,0,0
150740,2025,0,0,0,0,0,0,0,0,0,0,0
150745,2023,5,0,0,5,5,0,0,0,0,0,0
150745,2024,1,0,0,1,1,0,0,0,0,0,0
150745,2025,2,0,0,2,2,0,0,0,0,0,0
150746,2023,1,0,0,0,0,1,1,0,0,0,0
150746,2024,0,0,0,0,0,0,0,0,0,0,0
150746,2025,1,0,0,0,0,1,1,0,0,0,0
150747,2023,2,1,1,1,1,0,0,0,0,0,0
150747,2024,1,0,0,0,0,1,1,0,0,0,0
150747,2025,0,0,0,0,0,0,0,0,0,0,0
150750,2023,7,0,0,7,7,0,0,0,0,0,0
150750,2024,1,0,0,1,1,0,0,0,0,0,0
150750,2025,3,0,0,3,3,0,0,0,0,0,0
150760,2023,11,0,0,2,2,9,9,0,0,0,0
150760,2024,9,0,0,2,2,7,7,0,0,0,0
150760,2025,8,0,0,2,2,6,6,0,0,0,0
150770,2023,8,4,4,4,4,0,0,0,0,0,0
150770,2024,4,1,1,3,3,0,0,0,0,0,0
150770,2025,5,3,3,2,2,0,0,0,0,0,0
150775,2023,1,1,1,0,0,0,0,0,0,0,0
150775,2024,2,2,2,0,0,0,0,0,0,0,0
150775,2025,0,0,0,0,0,0,0,0,0,0,0
150780,2023,3,0,0,3,3,0,0,0,0,0,0
150780,2024,2,0,0,2,2,0,0,0,0,0,0
150780,2025,4,1,1,3,3,0,0,0,0,0,0
150790,2023,7,2,2,5,5,0,0,0,0,0,0
150790,2024,2,0,0,2,2,0,0,0,0,0,0
150790,2025,2,2,2,0,0,0,0,0,0,0,0
150795,2023,12,1,1,4,4,7,7,0,0,0,0
150795,2024,17,0,0,10,10,7,7,0,0,0,0
150795,2025,7,4,0,0,4,3,3,0,0,0,0
150796,2023,3,0,0,2,2,1,1,0,0,0,0
150796,2024,2,0,0,0,0,2,2,0,0,0,0
150796,2025,1,0,0,0,0,1,1,0,0,0,0
150797,2023,0,0,0,0,0,0,0,0,0,0,0
150797,2024,3,0,0,2,2,1,1,0,0,0,0
150797,2025,3,0,0,3,3,0,0,0,0,0,0
150800,2023,13,0,0,2,2,11,11,0,0,0,0
150800,2024,13,0,0,4,4,9,9,0,0,0,0
150800,2025,6,0,0,1,1,5,5,0,0,0,0
150803,2023,6,2,2,2,2,2,2,0,0,0,0
150803,2024,7,2,2,2,2,3,3,0,0,0,0
150803,2025,2,0,0,0,0,2,2,0,0,0,0
150805,2023,3,0,0,3,3,0,0,0,0,0,0
150805,2024,3,0,0,3,3,0,0,0,0,0,0
150805,2025,1,1,1,0,0,0,0,0,0,0,0
150808,2023,7,2,2,5,5,0,0,0,0,0,0
150808,2024,9,3,3,6,6,0,0,0,0,0,0
150808,2025,4,3,3,1,1,0,0,0,0,0,0
150810,2023,19,18,17,0,1,1,1,0,0,0,0
150810,2024,18,14,14,3,3,1,1,0,0,0,0
150810,2025,16,14,14,2,2,0,0,0,0,0,0
150812,2023,2,0,0,0,0,2,2,0,0,0,0
150812,2024,2,0,0,0,0,2,2,0,0,0,0
150812,2025,4,0,0,1,1,3,3,0,0,0,0
150815,2023,7,3,3,3,3,1,1,0,0,0,0
150815,2024,12,5,5,7,7,0,0,0,0,0,0
150815,2025,5,0,0,5,5,0,0,0,0,0,0
150820,2023,5,0,0,1,1,4,4,0,0,0,0
150820,2024,7,0,0,3,3,4,4,0,0,0,0
150820,2025,4,0,0,0,0,4,4,0,0,0,0
150830,2023,9,2,2,2,2,4,4,0,0,1,0
150830,2024,3,0,0,1,1,2,2,0,0,0,0
150830,2025,3,1,1,2,2,0,0,0,0,0,0
150835,2023,4,0,0,4,4,0,0,0,0,0,0
150835,2024,6,0,0,6,6,0,0,0,0,0,0
150835,2025,4,0,0,4,4,0,0,0,0,0,0
150840,2023,4,0,0,4,4,0,0,0,0,0,0
150840,2024,6,4,4,1,1,1,1,0,0,0,0
150840,2025,4,2,2,2,2,0,0,0,0,0,0
160005,2023,0,0,0,0,0,0,0,0,0,0,0
160005,2024,0,0,0,0,0,0,0,0,0,0,0
160005,2025,0,0,0,0,0,0,0,0,0,0,0
160010,2023,0,0,0,0,0,0,0,0,0,0,0
160010,2024,1,1,1,0,0,0,0,0,0,0,0
160010,2025,2,1,1,1,1,0,0,0,0,0,0
160015,2023,3,3,3,0,0,0,0,0,0,0,0
160015,2024,3,3,3,0,0,0,0,0,0,0,0
160015,2025,1,0,0,1,1,0,0,0,0,0,0
160020,2023,3,2,2,1,1,0,0,0,0,0,0
160020,2024,2,1,1,1,1,0,0,0,0,0,0
160020,2025,3,2,2,1,1,0,0,0,0,0,0
160021,2023,3,3,3,0,0,0,0,0,0,0,0
160021,2024,3,3,3,0,0,0,0,0,0,0,0
160021,2025,1,1,1,0,0,0,0,0,0,0,0
160023,2023,5,5,5,0,0,0,0,0,0,0,0
160023,2024,1,0,0,1,1,0,0,0,0,0,0
160023,2025,0,0,0,0,0,0,0,0,0,0,0
160025,2023,2,2,2,0,0,0,0,0,0,0,0
160025,2024,1,1,1,0,0,0,0,0,0,0,0
160025,2025,1,1,1,0,0,0,0,0,0,0,0
160027,2023,5,3,3,2,2,0,0,0,0,0,0
160027,2024,12,3,3,9,9,0,0,0,0,0,0
160027,2025,3,2,2,1,1,0,0,0,0,0,0
160030,2023,97,97,97,0,0,0,0,0,0,0,0
160030,2024,98,98,98,0,0,0,0,0,0,0,0
160030,2025,84,82,82,1,1,0,0,0,0,0,1
160040,2023,5,5,5,0,0,0,0,0,0,0,0
160040,2024,1,1,1,0,0,0,0,0,0,0,0
160040,2025,3,3,3,0,0,0,0,0,0,0,0
160050,2023,8,3,3,5,5,0,0,0,0,0,0
160050,2024,9,1,1,8,8,0,0,0,0,0,0
160050,2025,6,4,4,2,2,0,0,0,0,0,0
160053,2023,1,1,1,0,0,0,0,0,0,0,0
160053,2024,6,4,4,2,2,0,0,0,0,0,0
160053,2025,4,3,3,1,1,0,0,0,0,0,0
160055,2023,1,1,1,0,0,0,0,0,0,0,0
160055,2024,0,0,0,0,0,0,0,0,0,0,0
160055,2025,0,0,0,0,0,0,0,0,0,0,0
160060,2023,27,27,27,0,0,0,0,0,0,0,0
160060,2024,25,25,25,0,0,0,0,0,0,0,0
160060,2025,21,21,21,0,0,0,0,0,0,0,0
160070,2023,5,5,5,0,0,0,0,0,0,0,0
160070,2024,1,1,1,0,0,0,0,0,0,0,0
160070,2025,2,2,2,0,0,0,0,0,0,0,0
160080,2023,1,0,0,1,1,0,0,0,0,0,0
160080,2024,2,0,0,2,2,0,0,0,0,0,0
160080,2025,2,0,0,2,2,0,0,0,0,0,0
170025,2023,0,0,0,0,0,0,0,0,0,0,0
170025,2024,1,1,1,0,0,0,0,0,0,0,0
170025,2025,0,0,0,0,0,0,0,0,0,0,0
170030,2023,1,1,1,0,0,0,0,0,0,0,0
170030,2024,0,0,0,0,0,0,0,0,0,0,0
170030,2025,0,0,0,0,0,0,0,0,0,0,0
170035,2023,1,0,0,1,1,0,0,0,0,0,0
170035,2024,0,0,0,0,0,0,0,0,0,0,0
170035,2025,1,1,1,0,0,0,0,0,0,0,0
170040,2023,0,0,0,0,0,0,0,0,0,0,0
170040,2024,1,1,1,0,0,0,0,0,0,0,0
170040,2025,2,0,0,2,2,0,0,0,0,0,0
170070,2023,2,2,2,0,0,0,0,0,0,0,0
170070,2024,0,0,0,0,0,0,0,0,0,0,0
170070,2025,1,0,0,1,1,0,0,0,0,0,0
170100,2023,2,2,2,0,0,0,0,0,0,0,0
170100,2024,1,1,1,0,0,0,0,0,0,0,0
170100,2025,0,0,0,0,0,0,0,0,0,0,0
170105,2023,1,1,1,0,0,0,0,0,0,0,0
